"","X","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Fuel_TypeDiesel","Fuel_TypePetrol","TransmissionAutomatic","TransmissionManual","Age","Annual_Value_Loss"
"173",183,"Chevrolet Optra Magnum 1.6 LS BS3","Jaipur",2007,118500,"First",12.9,1598,102.5,5,20.9168341708543,1.25,0,1,0,1,17,1.15687259828555
"174",184,"Volkswagen Polo Diesel Highline 1.2L","Hyderabad",2012,63000,"First",22.07,1199,73.9,5,20.9168341708543,4.2,1,0,0,1,12,1.39306951423786
"175",185,"Renault Lodgy 110PS RxZ 8 Seater","Mumbai",2015,25000,"First",19.98,1461,108.5,8,20.9168341708543,6.75,1,0,0,1,9,1.57409268565047
"176",186,"Mercedes-Benz E-Class E250 CDI Avantgrade","Bangalore",2014,37382,"First",13,2143,201.1,5,20.9168341708543,32,1,0,1,0,10,-1.10831658291457
"177",187,"Maruti Baleno Alpha","Kochi",2017,24773,"First",21.4,1197,83.1,5,8.78,7.5,0,1,0,1,7,0.182857142857143
"178",188,"Hyundai Verna 1.6 SX","Delhi",2012,62000,"First",22.32,1582,126.32,5,20.9168341708543,4.6,1,0,0,1,12,1.35973618090452
"179",189,"Hyundai i10 Magna 1.1","Kochi",2017,52340,"First",19.81,1086,68.05,5,20.9168341708543,4.04,0,1,0,1,7,2.41097631012204
"180",190,"Mahindra Scorpio 1.99 S10 4WD","Kochi",2016,56739,"First",15.4,1997,120,7,20.9168341708543,10.31,1,0,0,1,8,1.32585427135678
"181",191,"Land Rover Range Rover 2.2L Dynamic","Coimbatore",2018,36091,"First",12.7,2179,187.7,5,20.9168341708543,55.76,1,0,1,0,6,-5.80719430485762
"182",192,"Ford Figo Diesel ZXI","Chennai",2010,120000,"First",20,1399,68,5,20.9168341708543,2.6,1,0,0,1,14,1.30834529791816
"183",193,"Maruti Ertiga ZDI","Mumbai",2016,33000,"First",25.47,1248,88.5,7,12.74,8.5,1,0,0,1,8,0.53
"185",195,"Honda Amaze S i-Dtech","Kolkata",2014,52000,"First",25.8,1498,98.6,5,20.9168341708543,3.5,1,0,0,1,10,1.74168341708543
"186",196,"Hyundai i10 Magna","Jaipur",2015,43571,"First",20.36,1197,78.9,5,20.9168341708543,3.55,0,1,0,1,9,1.92964824120603
"187",197,"Honda Amaze S i-Dtech","Kolkata",2013,50000,"First",25.8,1498,98.6,5,20.9168341708543,3.25,1,0,0,1,11,1.60607583371402
"188",198,"Skoda Laura Ambiente","Hyderabad",2008,113000,"First",17.5,1896,106,5,20.9168341708543,4.5,1,0,0,1,16,1.02605213567839
"189",199,"Renault Duster 85PS Diesel RxL","Delhi",2014,90000,"First",19.87,1461,83.8,5,20.9168341708543,5.35,1,0,0,1,10,1.55668341708543
"190",200,"Mahindra NuvoSport N6","Chennai",2017,29000,"Second",17.45,1493,100,7,10.52,6.5,1,0,0,1,7,0.574285714285714
"191",201,"Maruti Vitara Brezza ZDi Plus Dual Tone","Mumbai",2016,20000,"First",24.3,1248,88.5,5,11.98,9,1,0,0,1,8,0.3725
"192",202,"Hyundai i20 Asta Option 1.2","Kochi",2016,61012,"First",18.6,1197,81.83,5,20.9168341708543,6,0,1,0,1,8,1.86460427135678
"193",203,"Skoda Fabia 1.4 MPI Ambiente","Jaipur",2009,87459,"First",14.7,1390,85,5,20.9168341708543,2.75,0,1,0,1,15,1.21112227805695
"194",204,"Tata Indigo eCS GLX","Pune",2010,70500,"First",15.64,1193,64.1,5,20.9168341708543,1.5,0,1,0,1,14,1.38691672648959
"195",205,"Audi Q3 2012-2015 35 TDI Quattro Premium Plus","Delhi",2015,64103,"First",15.73,1968,174.33,5,20.9168341708543,19.9,1,0,1,0,9,0.112981574539364
"196",206,"Skoda Octavia Elegance 1.8 TSI AT","Mumbai",2014,76000,"First",14.7,1798,177.5,5,20.9168341708543,10,0,1,1,0,10,1.09168341708543
"197",207,"Toyota Etios Liva GD SP","Delhi",2014,104000,"First",23.59,1364,67.06,5,20.9168341708543,3,1,0,0,1,10,1.79168341708543
"199",209,"Mercedes-Benz B Class B180","Kochi",2014,37245,"First",14.8,1595,120.7,5,20.9168341708543,11.96,0,1,1,0,10,0.895683417085427
"200",210,"Honda Amaze S Diesel","Kolkata",2013,45000,"First",27.4,1498,98.6,5,8.54,3.25,1,0,0,1,11,0.480909090909091
"201",211,"Hyundai Verna 1.6 SX","Jaipur",2012,117837,"Second",22.32,1582,126.32,5,20.9168341708543,4.75,1,0,0,1,12,1.34723618090452
"202",212,"Renault Duster 85PS Diesel RxL Optional","Mumbai",2014,30000,"First",20.46,1461,83.8,5,20.9168341708543,5.95,1,0,0,1,10,1.49668341708543
"203",213,"Hyundai Creta 1.6 VTVT S","Delhi",2015,27057,"Second",15.29,1591,121.3,5,20.9168341708543,8.15,0,1,0,1,9,1.41853713009492
"204",214,"Maruti Wagon R AMT VXI","Mumbai",2016,8500,"First",20.51,998,67,5,20.9168341708543,4.22,0,1,1,0,8,2.08710427135678
"205",215,"Mercedes-Benz New C-Class C250 Avantgarde","Kolkata",2010,30500,"First",11.74,1796,186,5,20.9168341708543,10.5,0,1,1,0,14,0.744059583632448
"206",216,"Audi A8 L 3.0 TDI quattro","Delhi",2012,56000,"First",11.8,2967,246.7,5,20.9168341708543,45,1,0,1,0,12,-2.00693048576214
"207",217,"Hyundai i10 Magna 1.1","Pune",2012,44000,"Second",19.81,1086,68.05,5,20.9168341708543,2.9,0,1,0,1,12,1.50140284757119
"208",218,"Skoda Rapid 1.6 MPI AT Style Black Package","Mumbai",2017,10500,"First",14.3,1598,103.52,5,20.9168341708543,8.9,0,1,1,0,7,1.71669059583632
"209",219,"Skoda Superb Style 1.8 TSI AT","Hyderabad",2017,26000,"First",14.67,1798,177.46,5,33.58,26,0,1,1,0,7,1.08285714285714
"210",220,"Hyundai i20 Active 1.2 SX","Coimbatore",2018,25166,"First",17.19,1197,81.86,5,20.9168341708543,8.22,0,1,0,1,6,2.11613902847571
"211",221,"Honda Amaze VX i-DTEC","Kolkata",2014,64000,"Second",25.8,1498,98.6,5,20.9168341708543,3.5,1,0,0,1,10,1.74168341708543
"212",222,"Maruti Wagon R LXI","Chennai",2004,61000,"Second",18.9,998,67.1,5,20.9168341708543,1.25,0,1,0,1,20,0.983341708542714
"213",223,"Mahindra Verito 1.5 D4 BSIV","Hyderabad",2013,107000,"First",21.03,1461,65,5,9.12,3.7,1,0,0,1,11,0.492727272727273
"214",224,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",2018,29161,"First",19.27,2143,167.62,5,20.9168341708543,39.41,1,0,1,0,6,-3.08219430485762
"215",225,"Maruti Wagon R VXI","Kolkata",2013,32000,"First",22.5,998,67.04,5,5.29,2.65,0,1,0,1,11,0.24
"216",226,"Nissan Terrano XV Premium 110 PS Anniversary Edition","Coimbatore",2015,46173,"Second",19.01,1461,108.5,5,20.9168341708543,8.92,1,0,0,1,9,1.33298157453936
"217",228,"Mini Cooper Convertible S","Kochi",2017,26327,"First",16.82,1998,189.08,4,44.28,35.67,0,1,1,0,7,1.23
"219",230,"Tata Indica V2 DLS BSII","Jaipur",2007,200000,"Second",17.2,1396,53.5,5,20.9168341708543,0.85,1,0,0,1,17,1.18040201005025
"220",231,"Chevrolet Beat LT","Kochi",2016,60813,"Second",18.6,1199,76.8,5,20.9168341708543,3.32,0,1,0,1,8,2.19960427135678
"221",232,"Volkswagen Polo Diesel Comfortline 1.2L","Mumbai",2012,45000,"First",22.07,1199,73.9,5,20.9168341708543,3.6,1,0,0,1,12,1.44306951423786
"222",233,"Maruti Swift ZDi","Hyderabad",2016,64000,"First",22.9,1248,74,5,20.9168341708543,6.8,1,0,0,1,8,1.76460427135678
"223",234,"Ford Figo Diesel EXI","Kolkata",2012,41284,"First",20,1399,68.05,5,20.9168341708543,2.5,1,0,0,1,12,1.53473618090452
"224",235,"Toyota Innova Crysta 2.8 GX AT","Kochi",2019,14165,"First",11.36,2755,171.5,7,20.74,19.64,1,0,1,0,5,0.22
"225",236,"Hyundai Santa Fe 4x4 AT","Mumbai",2011,67000,"Second",11.72,2199,194.3,7,20.9168341708543,7,1,0,1,0,13,1.07052570545033
"226",237,"Honda City i-VTEC V","Kolkata",2011,32572,"First",17.4,1497,117.3,5,11.74,3.87,0,1,0,1,13,0.605384615384615
"227",238,"Hyundai i20 1.2 Magna Executive","Kochi",2018,14960,"First",18.6,1197,81.83,5,20.9168341708543,6.27,0,1,0,1,6,2.44113902847571
"228",239,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Kochi",2015,55980,"First",19.27,2143,167.62,5,20.9168341708543,18.12,1,0,1,0,9,0.310759352317141
"229",240,"Chevrolet Beat Diesel LT","Mumbai",2013,74000,"First",25.44,936,57.6,5,20.9168341708543,2.65,1,0,0,1,11,1.66062128825948
"230",241,"Hyundai i20 Sportz 1.4 CRDi","Kochi",2015,56847,"First",22.54,1396,88.73,5,20.9168341708543,7.2,1,0,0,1,9,1.52409268565047
"231",242,"Toyota Innova 2.5 Z Diesel 7 Seater","Coimbatore",2015,121374,"First",12.99,2494,100.6,7,20.9168341708543,14.3,1,0,0,1,9,0.735203796761586
"232",243,"Maruti Ertiga VDI","Chennai",2013,52000,"First",20.77,1248,88.76,7,20.9168341708543,6.9,1,0,0,1,11,1.27425765189584
"233",244,"Toyota Innova 2.5 V Diesel 7-seater","Mumbai",2014,118000,"First",12.8,2494,102,7,20.9168341708543,10.75,1,0,0,1,10,1.01668341708543
"234",246,"Honda City i VTEC V","Kochi",2016,33915,"First",17.8,1497,117.3,5,20.9168341708543,8.09,0,1,0,1,8,1.60335427135678
"235",247,"BMW X1 sDrive20d","Ahmedabad",2014,82002,"First",17.05,1995,184,5,20.9168341708543,18.5,1,0,1,0,10,0.241683417085427
"236",248,"Hyundai Grand i10 CRDi Era","Mumbai",2017,33000,"First",24,1120,70,5,20.9168341708543,4.75,1,0,0,1,7,2.30954773869347
"237",249,"Maruti Ciaz 1.3 Alpha","Chennai",2016,34000,"First",28.09,1248,88.5,5,20.9168341708543,8.45,1,0,0,1,8,1.55835427135678
"238",250,"Skoda Rapid Leisure 1.6 TDI MT","Kolkata",2012,55000,"First",20.5,1598,103.6,5,20.9168341708543,3.5,1,0,0,1,12,1.45140284757119
"239",251,"Hyundai Accent CRDi","Kochi",2006,160538,"First",13.1,1493,82,5,20.9168341708543,1.8,1,0,0,1,18,1.06204634282524
"240",252,"Volkswagen Polo GT 1.5 TDI","Jaipur",2014,60000,"Second",19.91,1498,103.6,5,20.9168341708543,3.7,1,0,0,1,10,1.72168341708543
"241",253,"Honda Jazz 1.2 VX i VTEC","Coimbatore",2017,49575,"First",18.7,1199,88.7,5,20.9168341708543,7.17,0,1,0,1,7,1.96383345297918
"242",254,"Hyundai i10 Era","Jaipur",2010,83000,"First",19.81,1086,68.05,5,20.9168341708543,1.75,0,1,0,1,14,1.36905958363245
"243",255,"Hyundai Tucson 2.0 e-VGT 2WD AT GLS","Kochi",2018,51346,"First",16.38,1995,183,5,20.9168341708543,21.99,1,0,1,0,6,-0.178860971524288
"244",256,"Toyota Innova Crysta 2.4 ZX MT","Pune",2017,43000,"First",13.68,2393,147.8,7,25.52,18.65,1,0,0,1,7,0.981428571428572
"245",257,"Maruti Omni MPI CARGO BSIII W/ IMMOBILISER","Jaipur",2011,35000,"Third",19.7,796,35,5,20.9168341708543,1.85,0,1,0,1,13,1.46667955160417
"246",258,"Maruti Swift VXI BSIV","Coimbatore",2017,27872,"Second",20.4,1197,81.8,5,20.9168341708543,5.95,0,1,0,1,7,2.1381191672649
"247",259,"Hyundai Grand i10 Magna","Mumbai",2014,16514,"First",18.9,1197,82,5,20.9168341708543,3.75,0,1,0,1,10,1.71668341708543
"248",260,"Maruti Swift VDI","Pune",2012,120000,"First",22.9,1248,74,5,20.9168341708543,3.75,1,0,0,1,12,1.43056951423786
"249",261,"Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,143275,"First",22,1582,126.2,5,14.07,2.6,1,0,0,1,16,0.716875
"250",263,"Hyundai i20 1.2 Sportz","Mumbai",2010,52000,"First",17,1197,80,5,20.9168341708543,2.8,0,1,0,1,14,1.29405958363245
"251",264,"Mercedes-Benz GLE 350d","Coimbatore",2017,29819,"First",11.57,2987,254.79,5,95.13,61.29,1,0,1,0,7,4.83428571428571
"252",265,"Mercedes-Benz New C-Class C 220 CDI CLASSIC","Bangalore",2014,57000,"Second",15.8,2148,170,5,20.9168341708543,18,1,0,0,1,10,0.291683417085427
"253",266,"Maruti Ritz ZDi","Hyderabad",2014,88500,"First",23.2,1248,73.94,5,20.9168341708543,4.35,1,0,0,1,10,1.65668341708543
"254",267,"Hyundai Creta 1.6 CRDi SX","Bangalore",2016,28000,"First",19.67,1582,126.2,5,20.9168341708543,13.75,1,0,0,1,8,0.895854271356784
"255",268,"Maruti A-Star Vxi","Pune",2010,67000,"First",19,998,66.1,5,20.9168341708543,2,0,1,0,1,14,1.35120244077531
"256",269,"Renault Duster 110PS Diesel RXZ Option","Delhi",2016,26000,"First",19.64,1461,108.45,5,20.9168341708543,10,1,0,0,1,8,1.36460427135678
"257",270,"Fiat Grande Punto 1.3 Emotion Pack (Diesel)","Delhi",2010,120000,"First",17.8,1248,76,5,20.9168341708543,1.65,1,0,0,1,14,1.37620244077531
"258",271,"BMW X3 xDrive30d M Sport","Coimbatore",2017,51982,"First",16.55,2993,258,5,20.9168341708543,45.77,1,0,1,0,7,-3.55045226130653
"259",272,"Hyundai i10 Sportz","Bangalore",2010,36000,"Second",20.36,1197,78.9,5,20.9168341708543,3.25,0,1,0,1,14,1.26191672648959
"260",273,"Toyota Innova 2.5 G4 Diesel 7-seater","Pune",2016,47000,"First",12.8,2494,102,7,20.9168341708543,12.8,1,0,0,1,8,1.01460427135678
"261",274,"Maruti Zen VXI BSII","Mumbai",2002,60000,"Third",17.3,993,60,5,20.9168341708543,0.55,0,1,0,1,22,0.925765189584285
"262",275,"Maruti Swift VDI","Hyderabad",2018,31025,"First",28.4,1248,74,5,20.9168341708543,7.15,1,0,0,1,6,2.29447236180905
"263",276,"Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV","Pune",2013,105000,"Second",12.05,2179,120,8,20.9168341708543,7,1,0,0,1,11,1.26516674280493
"264",277,"Tata Zest Quadrajet 1.3 75PS XE","Pune",2017,121900,"First",22.95,1248,74,5,8.34,3.75,1,0,0,1,7,0.655714285714286
"265",278,"Ford EcoSport 1.0 Ecoboost Titanium Plus","Mumbai",2017,22695,"First",18.88,999,123.24,5,20.9168341708543,8.5,0,1,0,1,7,1.77383345297918
"266",279,"Maruti Swift Dzire ZDI","Jaipur",2012,73000,"First",23.4,1248,74,5,20.9168341708543,4.35,1,0,0,1,12,1.38056951423786
"267",280,"Maruti Alto 800 LXI","Kochi",2016,32227,"First",22.74,796,47.3,5,20.9168341708543,3.26,0,1,0,1,8,2.20710427135678
"268",281,"Honda City 1.5 S MT","Jaipur",2011,55000,"First",17,1497,118,5,20.9168341708543,4.21,0,1,0,1,13,1.28514109006571
"269",282,"Audi Q7 3.0 TDI Quattro Technology","Kochi",2018,11287,"First",12.07,2967,241.4,7,20.9168341708543,70.36,1,0,1,0,6,-8.24052763819095
"270",283,"Skoda Laura 1.9 TDI AT Ambiente","Mumbai",2009,48000,"Second",17,1896,105,5,20.9168341708543,2.95,1,0,1,0,15,1.19778894472362
"271",284,"Hyundai Verna 1.6 SX VTVT (O)","Kochi",2012,54308,"First",17.1,1591,121.3,5,20.9168341708543,4.28,0,1,0,1,12,1.38640284757119
"272",285,"Honda City 1.5 V AT","Jaipur",2009,78442,"First",16.8,1497,118,5,20.9168341708543,3.57,0,1,1,0,15,1.15645561139028
"273",286,"Hyundai i20 Magna Optional 1.4 CRDi","Kolkata",2013,46000,"First",21.9,1396,88.8,5,20.9168341708543,3.11,1,0,0,1,11,1.6188031064413
"274",287,"Hyundai i20 Sportz AT 1.4","Coimbatore",2014,45051,"First",15,1396,98.6,5,20.9168341708543,5.96,0,1,1,0,10,1.49568341708543
"275",288,"Volkswagen Vento Diesel Highline","Hyderabad",2011,69000,"First",20.54,1598,103.6,5,20.9168341708543,4.7,1,0,0,1,13,1.24744878237341
"276",289,"Honda City i VTEC VX","Ahmedabad",2014,49000,"First",17.4,1497,117.3,5,20.9168341708543,6.9,0,1,0,1,10,1.40168341708543
"277",290,"Tata Zest Quadrajet 1.3 75PS XE","Pune",2018,45000,"First",22.95,1248,74,5,8.34,5.25,1,0,0,1,6,0.515
"278",291,"BMW 5 Series 2003-2012 520d","Pune",2015,64000,"First",18.48,1995,177,5,20.9168341708543,28,1,0,1,0,9,-0.787018425460636
"279",292,"Maruti Wagon R LXI Minor","Delhi",2009,60000,"First",18.9,1061,67,5,20.9168341708543,1.35,0,1,0,1,15,1.30445561139028
"280",293,"Honda Jazz VX","Delhi",2015,62178,"First",18.2,1199,88.7,5,8.85,4.85,0,1,0,1,9,0.444444444444444
"281",294,"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Coimbatore",2012,58006,"First",15,1896,105,5,20.9168341708543,6.7,1,0,0,1,12,1.18473618090452
"282",295,"Hyundai i10 Magna 1.2","Hyderabad",2010,74000,"First",20.36,1197,78.9,5,20.9168341708543,3.1,0,1,0,1,14,1.27263101220388
"283",296,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Kochi",2015,77771,"First",19.27,2143,170,5,20.9168341708543,18.64,1,0,1,0,9,0.252981574539364
"284",297,"Hyundai i10 Magna 1.2 iTech SE","Pune",2012,45275,"First",20.36,1197,78.9,5,20.9168341708543,2.8,0,1,0,1,12,1.50973618090452
"285",298,"Toyota Innova Crysta 2.4 ZX MT","Chennai",2016,48000,"First",13.68,2393,147.8,7,25.4,20.25,1,0,0,1,8,0.64375
"286",299,"Audi A6 2011-2015 2.0 TDI Technology","Kochi",2015,31652,"First",17.68,1968,174.33,5,20.9168341708543,26.78,1,0,1,0,9,-0.651462869905081
"287",300,"Toyota Innova 2.5 VX (Diesel) 7 Seater","Hyderabad",2010,109000,"Second",12.99,2494,100.6,7,20.9168341708543,8.26,1,0,0,1,14,0.904059583632448
"288",301,"Volkswagen Polo Petrol Trendline 1.2L","Mumbai",2015,31978,"First",16.47,1198,73.9,5,20.9168341708543,3.89,0,1,0,1,9,1.89187046342825
"289",302,"Maruti Alto K10 LXI","Hyderabad",2011,70000,"First",20.92,998,67.1,5,20.9168341708543,2.1,0,1,0,1,13,1.44744878237341
"290",303,"Honda City i-VTEC CVT ZX","Mumbai",2017,15000,"First",18,1497,117.3,5,16.67,12.69,0,1,1,0,7,0.568571428571429
"291",304,"Tata Indigo LX","Coimbatore",2013,59138,"First",17,1405,70,5,20.9168341708543,2.58,1,0,0,1,11,1.66698492462312
"292",305,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,61726,"First",17.68,1968,174.33,5,20.9168341708543,20.77,1,0,1,0,10,0.0146834170854273
"293",306,"Mercedes-Benz GLA Class 200 CDI SPORT","Delhi",2015,48000,"First",17.9,2143,136,5,20.9168341708543,20.26,1,0,1,0,9,0.0729815745393635
"294",309,"Maruti Celerio VXI AT","Hyderabad",2014,77815,"First",23.1,998,67.04,5,20.9168341708543,4.25,0,1,1,0,10,1.66668341708543
"295",310,"Mercedes-Benz GLE 250d","Hyderabad",2017,29000,"First",17.9,2143,201.15,5,79.43,57,1,0,1,0,7,3.20428571428572
"296",311,"Land Rover Range Rover HSE Dynamic","Delhi",2017,44000,"First",12.7,2179,187.7,5,20.9168341708543,44,1,0,1,0,7,-3.29759511844939
"297",312,"Volkswagen Vento Diesel Trendline","Hyderabad",2011,108626,"First",20.54,1598,103.6,5,20.9168341708543,3.65,1,0,0,1,13,1.32821801314264
"298",313,"Maruti Omni 8 Seater BSIV","Hyderabad",2012,71791,"First",14,796,35,5,20.9168341708543,2.05,0,1,0,1,12,1.57223618090452
"299",314,"Honda Brio 1.2 VX MT","Kochi",2012,91931,"First",18.5,1198,86.8,5,6.62,3.13,0,1,0,1,12,0.290833333333333
"300",315,"Tata Sumo Delux","Hyderabad",2000,158000,"Second",14.07,2956,83.1,7,20.9168341708543,1.5,1,0,0,1,24,0.809034757118928
"301",316,"Tata Indica Vista Aura 1.3 Quadrajet","Pune",2012,91183,"First",18,1248,75,5,20.9168341708543,2.85,1,0,0,1,12,1.50556951423786
"302",317,"Maruti Wagon R LXI BS IV","Delhi",2012,65000,"First",18.9,998,67.1,5,20.9168341708543,2.65,0,1,0,1,12,1.52223618090452
"303",318,"Mahindra XUV500 W8 4WD","Hyderabad",2015,88428,"First",16,2179,140,7,20.9168341708543,10.6,1,0,0,1,9,1.1463149078727
"304",319,"Tata Indigo LS Dicor","Pune",2008,138000,"Second",17.1,1396,70,5,20.9168341708543,1.25,1,0,0,1,16,1.22917713567839
"305",320,"Maruti Ertiga Paseo VXI","Mumbai",2018,18000,"First",16.02,1373,93.7,7,20.9168341708543,8.25,0,1,0,1,6,2.11113902847571
"306",321,"Honda Accord 2.4 A/T","Mumbai",2011,60000,"First",11.7,2354,177.6,5,20.9168341708543,4.45,0,1,1,0,13,1.26667955160417
"307",322,"Maruti Swift Dzire VDi","Kolkata",2012,48000,"First",19.3,1248,73.9,5,20.9168341708543,3.7,1,0,0,1,12,1.43473618090452
"308",323,"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2009,160000,"First",17.8,1399,68,5,20.9168341708543,2.8,1,0,0,1,15,1.20778894472362
"309",324,"Honda City ZX GXi","Kolkata",2008,40000,"First",17.7,1497,78,5,20.9168341708543,1.8,0,1,0,1,16,1.19480213567839
"310",325,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,51495,"First",17.68,1968,174.33,5,20.9168341708543,21.95,1,0,1,0,10,-0.103316582914573
"311",326,"BMW 6 Series 640d Gran Coupe","Mumbai",2011,30000,"First",9.52,2993,313,4,20.9168341708543,49,1,0,1,0,13,-2.1602435253189
"312",327,"Audi Q7 45 TDI Quattro Technology","Coimbatore",2017,97430,"First",14.75,2967,245,7,20.9168341708543,62.67,1,0,1,0,7,-5.96473797559225
"313",329,"Hyundai i20 1.4 CRDi Asta","Pune",2012,83000,"First",23,1396,90,5,20.9168341708543,5.5,1,0,0,1,12,1.28473618090452
"314",330,"Hyundai i10 Sportz AT","Bangalore",2009,37000,"Third",16.95,1197,78.9,5,20.9168341708543,2.95,0,1,1,0,15,1.19778894472362
"315",331,"Honda Jazz 1.2 V CVT i VTEC","Kochi",2016,28503,"First",19,1199,88.7,5,20.9168341708543,6.86,0,1,1,0,8,1.75710427135678
"316",332,"Maruti Swift VDI BSIV","Hyderabad",2015,76496,"First",25.2,1248,74,5,20.9168341708543,6.15,1,0,0,1,9,1.64075935231714
"317",333,"Hyundai i20 Asta 1.2","Pune",2011,79152,"Second",18.5,1197,82.85,5,20.9168341708543,3.3,0,1,0,1,13,1.35514109006571
"318",334,"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2011,32000,"First",16.47,1198,73.9,5,20.9168341708543,2.55,0,1,0,1,13,1.41283339775802
"319",335,"Maruti Alto LXi","Ahmedabad",2009,35000,"First",19.7,796,46.3,5,20.9168341708543,1.5,0,1,0,1,15,1.29445561139028
"320",336,"Toyota Corolla H4","Chennai",2004,105000,"Second",11.3,1794,125,5,20.9168341708543,2.5,0,1,1,0,20,0.920841708542714
"321",337,"Maruti Alto LXi","Chennai",2006,56000,"Second",19.7,796,46.3,5,20.9168341708543,1.4,0,1,0,1,18,1.08426856504746
"322",338,"Tata Manza ELAN Quadrajet BS IV","Pune",2012,73000,"First",21.12,1248,88.8,5,20.9168341708543,3.4,1,0,0,1,12,1.45973618090452
"323",339,"Maruti Alto LXi","Pune",2012,38000,"First",19.7,796,46.3,5,20.9168341708543,2.25,0,1,0,1,12,1.55556951423786
"324",340,"Skoda Octavia Ambition Plus 2.0 TDI AT","Kolkata",2013,775000,"First",19.3,1968,141,5,20.9168341708543,7.5,1,0,1,0,11,1.21971219735039
"325",341,"Toyota Corolla H4","Kolkata",2008,80000,"First",11.3,1794,125,5,20.9168341708543,2.8,0,1,1,0,16,1.13230213567839
"326",342,"Hyundai i20 Asta Option 1.2","Coimbatore",2016,24973,"First",18.6,1197,81.83,5,20.9168341708543,7.66,0,1,0,1,8,1.65710427135678
"327",343,"Maruti Vitara Brezza LDi","Chennai",2016,45000,"First",24.3,1248,88.5,5,9.12,7.15,1,0,0,1,8,0.24625
"328",344,"Honda City 1.5 V MT","Delhi",2010,87430,"First",17,1497,118,5,20.9168341708543,3.5,0,1,0,1,14,1.24405958363245
"329",345,"Tata Indica Vista Aqua 1.3 Quadrajet","Hyderabad",2014,133944,"Second",18,1248,75,5,20.9168341708543,3.5,1,0,0,1,10,1.74168341708543
"330",346,"Honda Amaze S i-Dtech","Kolkata",2013,57000,"First",25.8,1498,98.6,5,20.9168341708543,3.45,1,0,0,1,11,1.58789401553221
"331",347,"Hyundai EON D Lite Plus","Coimbatore",2016,27904,"First",21.1,814,55.2,5,20.9168341708543,3.55,0,1,0,1,8,2.17085427135678
"332",348,"BMW 3 Series Luxury Line","Kochi",2015,30717,"Second",21.76,1995,190,5,58.67,25.99,1,0,1,0,9,3.63111111111111
"333",349,"Hyundai Verna 1.6 SX","Bangalore",2012,80000,"First",22.32,1582,126.32,5,20.9168341708543,5.25,1,0,0,1,12,1.30556951423786
"334",350,"Tata Manza Club Class Quadrajet90 LS","Ahmedabad",2013,47304,"First",21.02,1248,88.8,5,20.9168341708543,2.9,1,0,0,1,11,1.63789401553221
"335",351,"Skoda Octavia RS","Jaipur",2005,100000,"First",14.45,1984,227,5,28.37,2.05,0,1,1,0,19,1.38526315789474
"336",352,"Maruti Alto K10 VXI","Pune",2017,30000,"First",24.07,998,67.1,5,4.48,3.75,0,1,0,1,7,0.104285714285714
"337",353,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Mumbai",2014,68000,"First",22.7,1498,89.84,5,20.9168341708543,6.75,1,0,0,1,10,1.41668341708543
"338",354,"Chevrolet Spark 1.0 LS","Kolkata",2011,21000,"Second",18,995,62,5,20.9168341708543,0.95,0,1,0,1,13,1.53591032083494
"339",355,"Jaguar XF 2.0 Diesel Portfolio","Hyderabad",2017,21000,"First",19.33,1999,177,5,72.64,52,1,0,1,0,7,2.94857142857143
"340",356,"Honda CR-V RVi MT","Jaipur",2007,119000,"Third",13.1,1997,141.1,5,20.9168341708543,3.91,0,1,0,1,17,1.00040201005025
"341",357,"Skoda Superb L&K 1.8 TSI AT","Kochi",2019,13747,"First",14.67,1798,177.46,5,36.15,27.3,0,1,1,0,5,1.77
"342",358,"Hyundai i10 Magna 1.2","Chennai",2009,620000,"First",20.36,1197,78.9,5,20.9168341708543,2.7,0,1,0,1,15,1.21445561139028
"343",359,"Maruti Swift LDI","Delhi",2013,70000,"First",22.9,1248,74,5,20.9168341708543,3.5,1,0,0,1,11,1.58334856098675
